record_id,mine_id,violation_count,overdue_actions,inspection_score,maintenance_delay_days,equipment_failure_count,contractor_violations,contractor_compliance_score,environmental_issues,risk_score,risk_level
HIST_0780,M005,8,5,74,25,6,0,98,8,100,CRITICAL
HIST_0781,M006,9,10,65,17,8,0,58,5,100,CRITICAL
HIST_0782,M003,1,2,62,26,0,5,69,8,99.75,CRITICAL
HIST_0783,M001,9,9,69,5,1,4,90,5,100,CRITICAL
HIST_0784,M004,4,6,50,15,3,5,73,4,100,CRITICAL
HIST_0785,M002,8,4,56,3,5,0,94,3,84.5,CRITICAL
HIST_0786,M006,7,8,46,25,7,8,54,3,100,CRITICAL
HIST_0787,M009,7,8,64,24,5,2,94,1,100,CRITICAL
HIST_0788,M002,10,2,58,23,0,7,69,8,100,CRITICAL
HIST_0789,M002,0,4,47,21,1,5,74,0,81.75,CRITICAL
HIST_0790,M006,8,10,92,9,0,4,85,3,100,CRITICAL
HIST_0791,M002,3,3,63,8,8,5,94,7,100,CRITICAL
HIST_0792,M009,4,2,55,8,1,0,84,8,76.35,CRITICAL
HIST_0793,M005,1,3,79,11,8,5,62,2,87.55,CRITICAL
HIST_0794,M001,9,3,55,2,4,5,79,7,100,CRITICAL
HIST_0795,M002,2,0,75,28,0,1,69,0,58.6,HIGH
HIST_0796,M004,6,6,56,22,7,5,64,5,100,CRITICAL
HIST_0797,M002,11,10,96,17,1,7,81,2,100,CRITICAL
HIST_0798,M004,12,7,51,14,4,7,75,3,100,CRITICAL
HIST_0799,M006,2,9,61,29,5,6,56,5,100,CRITICAL
HIST_0800,M008,7,7,46,2,7,1,67,7,100,CRITICAL
HIST_0801,M002,2,4,94,11,2,8,51,6,93.55,CRITICAL
HIST_0802,M010,5,8,86,2,4,8,74,6,100,CRITICAL
HIST_0803,M002,6,3,84,7,8,2,75,6,97.25,CRITICAL
HIST_0804,M009,5,3,97,22,6,6,81,5,100,CRITICAL
HIST_0805,M006,11,3,56,21,1,7,52,7,100,CRITICAL
HIST_0806,M010,8,1,97,14,2,4,70,1,72.35,HIGH
HIST_0807,M002,1,10,97,19,6,5,76,0,100,CRITICAL
HIST_0808,M008,3,2,82,28,0,2,87,2,71.15,HIGH
HIST_0809,M005,8,4,69,19,7,3,58,5,100,CRITICAL
HIST_0810,M010,9,10,64,29,6,5,50,0,100,CRITICAL
HIST_0811,M001,8,6,99,4,4,0,68,8,97.15,CRITICAL
HIST_0812,M004,0,8,97,11,1,4,100,0,59.25,HIGH
HIST_0813,M007,6,9,70,20,5,6,70,6,100,CRITICAL
HIST_0814,M007,8,3,87,5,7,2,57,8,100,CRITICAL
HIST_0815,M001,5,6,54,9,2,2,45,1,93.65,CRITICAL
HIST_0816,M008,2,7,87,13,2,1,53,6,92.4,CRITICAL
HIST_0817,M009,12,9,72,19,2,7,77,6,100,CRITICAL
HIST_0818,M010,7,6,67,7,2,6,83,0,90.2,CRITICAL
HIST_0819,M001,7,3,90,16,4,6,79,5,100,CRITICAL
HIST_0820,M002,0,9,75,22,5,1,82,7,100,CRITICAL
HIST_0821,M009,2,8,99,24,4,7,78,1,100,CRITICAL
HIST_0822,M010,9,1,60,15,1,8,96,4,99.0,CRITICAL
HIST_0823,M008,0,5,79,24,0,7,74,8,100,CRITICAL
HIST_0824,M010,9,5,71,11,4,4,55,0,100,CRITICAL
HIST_0825,M010,11,4,91,25,4,0,85,7,100,CRITICAL
HIST_0826,M002,2,9,48,21,4,0,63,7,100,CRITICAL
HIST_0827,M005,2,8,49,27,4,4,53,4,100,CRITICAL
HIST_0828,M006,4,0,92,3,2,2,87,7,53.65,MEDIUM
HIST_0829,M001,12,2,61,25,3,7,56,8,100,CRITICAL
HIST_0830,M007,5,1,54,19,2,7,93,6,100,CRITICAL
HIST_0831,M001,3,10,73,23,2,3,81,5,100,CRITICAL
HIST_0832,M007,10,4,93,26,1,0,55,7,100,CRITICAL
HIST_0833,M008,7,4,75,23,8,3,69,6,100,CRITICAL
HIST_0834,M007,4,2,78,27,6,0,63,7,100,CRITICAL
HIST_0835,M007,10,5,78,21,0,1,79,5,100,CRITICAL
HIST_0836,M005,9,10,99,8,5,4,62,1,100,CRITICAL
HIST_0837,M003,10,9,70,14,3,3,78,5,100,CRITICAL
HIST_0838,M002,5,8,45,21,0,1,45,6,100,CRITICAL
HIST_0839,M005,8,1,88,14,5,3,91,4,85.75,CRITICAL
HIST_0840,M010,3,0,46,19,1,0,83,3,66.95,HIGH
HIST_0841,M007,10,1,90,30,1,1,99,2,85.25,CRITICAL
HIST_0842,M005,10,10,81,25,2,1,89,2,100,CRITICAL
HIST_0843,M006,4,7,87,29,1,7,62,6,100,CRITICAL
HIST_0844,M006,4,2,94,2,4,0,69,6,62.25,HIGH
HIST_0845,M004,0,4,97,8,2,7,49,7,83.9,CRITICAL
HIST_0846,M007,9,6,56,20,7,1,54,8,100,CRITICAL
HIST_0847,M002,3,9,86,3,7,4,51,0,96.75,CRITICAL
HIST_0848,M001,1,9,91,8,7,0,76,2,84.75,CRITICAL
HIST_0849,M009,0,10,69,8,2,5,70,0,86.45,CRITICAL
HIST_0850,M001,11,7,75,13,6,1,79,3,100,CRITICAL
HIST_0851,M007,6,7,52,18,8,5,66,4,100,CRITICAL
HIST_0852,M002,0,10,86,2,5,8,99,5,97.55,CRITICAL
HIST_0853,M004,7,4,86,6,2,8,47,6,100,CRITICAL
HIST_0854,M004,4,6,51,20,5,7,50,7,100,CRITICAL
HIST_0855,M009,2,0,57,0,3,7,69,1,58.3,HIGH
HIST_0856,M001,10,4,76,17,7,0,47,5,100,CRITICAL
HIST_0857,M003,5,0,70,3,3,8,74,8,88.6,CRITICAL
HIST_0858,M008,11,9,59,29,1,0,92,2,100,CRITICAL
HIST_0859,M001,10,0,75,29,0,3,89,2,89.8,CRITICAL
HIST_0860,M010,2,10,48,28,4,1,74,2,100,CRITICAL
HIST_0861,M007,1,1,52,15,3,1,96,3,63.3,HIGH
HIST_0862,M004,5,10,70,10,1,8,53,5,100,CRITICAL
HIST_0863,M003,12,0,82,5,5,1,52,4,89.8,CRITICAL
HIST_0864,M004,12,6,55,22,5,8,55,7,100,CRITICAL
HIST_0865,M002,9,0,53,3,6,2,46,7,100,CRITICAL
HIST_0866,M003,0,0,56,29,1,4,71,7,91.45,CRITICAL
HIST_0867,M003,3,2,85,8,8,7,71,3,89.6,CRITICAL
HIST_0868,M006,9,0,83,5,7,1,85,4,78.2,CRITICAL
HIST_0869,M010,6,0,80,7,3,1,78,1,53.4,MEDIUM
HIST_0870,M004,5,8,77,7,7,3,62,0,100,CRITICAL
HIST_0871,M001,1,2,88,27,7,7,56,2,100,CRITICAL
HIST_0872,M010,0,10,68,9,3,6,61,5,100,CRITICAL
HIST_0873,M001,12,7,47,3,0,8,56,2,100,CRITICAL
HIST_0874,M007,7,8,52,2,3,7,82,5,100,CRITICAL
HIST_0875,M004,3,10,65,7,1,5,59,1,98.4,CRITICAL
HIST_0876,M010,11,6,100,6,6,3,49,7,100,CRITICAL
HIST_0877,M006,7,0,72,4,3,7,56,6,91.1,CRITICAL
HIST_0878,M003,2,7,91,6,5,4,57,5,95.1,CRITICAL
HIST_0879,M008,0,9,48,8,2,1,99,7,93.55,CRITICAL
HIST_0880,M010,6,2,93,10,3,4,83,2,69.7,HIGH
HIST_0881,M008,2,9,80,27,3,1,71,8,100,CRITICAL
HIST_0882,M004,3,9,75,26,7,4,45,6,100,CRITICAL
HIST_0883,M007,3,5,72,18,3,2,81,0,79.15,CRITICAL
HIST_0884,M007,0,0,75,23,8,0,72,8,91.35,CRITICAL
HIST_0885,M007,7,1,73,15,3,1,80,0,68.95,HIGH
HIST_0886,M005,3,2,67,9,3,1,46,7,85.35,CRITICAL
HIST_0887,M007,2,7,99,18,0,7,74,2,85.95,CRITICAL
HIST_0888,M009,2,5,85,14,0,1,69,5,73.3,HIGH
HIST_0889,M002,0,4,72,24,4,8,81,3,100,CRITICAL
HIST_0890,M001,9,5,92,29,0,8,88,5,100,CRITICAL
HIST_0891,M009,1,6,68,14,0,5,68,2,81.5,CRITICAL
HIST_0892,M009,11,1,80,22,3,2,66,3,100,CRITICAL
HIST_0893,M005,1,10,75,23,3,3,65,5,100,CRITICAL
HIST_0894,M008,8,10,72,8,0,1,68,5,100,CRITICAL
HIST_0895,M009,7,8,78,26,1,7,90,8,100,CRITICAL
HIST_0896,M002,4,7,84,11,1,3,74,1,78.8,CRITICAL
HIST_0897,M002,6,2,63,30,1,1,55,4,100,CRITICAL
HIST_0898,M005,11,2,76,4,3,8,85,0,86.95,CRITICAL
HIST_0899,M008,6,10,79,29,2,7,67,6,100,CRITICAL
HIST_0900,M009,11,10,46,9,3,1,46,3,100,CRITICAL
HIST_0901,M009,10,5,71,18,5,5,76,8,100,CRITICAL
HIST_0902,M004,7,7,64,18,2,4,55,4,100,CRITICAL
HIST_0903,M008,7,5,63,24,0,2,67,4,100,CRITICAL
HIST_0904,M003,2,9,55,22,8,4,56,2,100,CRITICAL
HIST_0905,M006,2,3,52,1,5,2,73,4,74.75,HIGH
HIST_0906,M006,2,3,80,22,0,5,67,2,78.15,CRITICAL
HIST_0907,M008,7,8,55,17,4,1,46,6,100,CRITICAL
HIST_0908,M009,12,2,74,29,5,2,45,8,100,CRITICAL
HIST_0909,M010,5,10,90,9,7,4,93,2,100,CRITICAL
HIST_0910,M009,11,7,66,22,1,7,47,2,100,CRITICAL
HIST_0911,M006,1,4,46,12,3,7,67,1,90.05,CRITICAL
HIST_0912,M004,0,9,86,6,8,3,95,4,92.85,CRITICAL
HIST_0913,M004,0,1,79,27,7,1,77,6,91.0,CRITICAL
HIST_0914,M007,7,5,83,19,8,0,87,5,100,CRITICAL
HIST_0915,M006,2,6,68,12,5,0,63,5,94.85,CRITICAL
HIST_0916,M007,4,7,100,17,1,3,91,7,94.15,CRITICAL
HIST_0917,M003,12,7,63,5,6,6,53,1,100,CRITICAL
HIST_0918,M002,3,4,75,27,8,5,49,6,100,CRITICAL
HIST_0919,M008,0,6,85,29,4,6,56,8,100,CRITICAL
HIST_0920,M005,11,9,93,29,2,3,56,6,100,CRITICAL
HIST_0921,M008,8,7,47,26,4,4,76,8,100,CRITICAL
HIST_0922,M002,3,0,95,0,2,4,64,7,56.75,HIGH
HIST_0923,M001,10,10,63,13,2,7,89,3,100,CRITICAL
HIST_0924,M005,1,4,76,2,5,7,81,6,85.05,CRITICAL
HIST_0925,M005,10,10,75,22,1,5,77,0,100,CRITICAL
HIST_0926,M006,2,9,48,4,5,7,89,2,100,CRITICAL
HIST_0927,M005,2,0,62,11,6,5,48,4,88.0,CRITICAL
HIST_0928,M010,8,10,49,16,3,2,93,1,100,CRITICAL
HIST_0929,M002,12,2,79,10,5,4,62,5,100,CRITICAL
HIST_0930,M005,8,9,67,26,2,0,53,8,100,CRITICAL
HIST_0931,M009,5,7,71,10,2,1,58,2,90.15,CRITICAL
HIST_0932,M009,3,3,95,28,8,8,99,8,100,CRITICAL
HIST_0933,M001,11,1,71,14,1,1,97,2,76.2,CRITICAL
HIST_0934,M010,7,5,64,22,5,2,97,7,100,CRITICAL
HIST_0935,M004,8,5,56,22,4,0,92,1,100,CRITICAL
HIST_0936,M002,2,2,89,7,4,2,58,2,59.75,HIGH
HIST_0937,M002,6,1,49,0,7,6,47,3,98.1,CRITICAL
HIST_0938,M001,0,10,77,18,0,7,52,4,100,CRITICAL
HIST_0939,M010,1,4,87,0,1,1,83,3,42.3,MEDIUM
HIST_0940,M010,3,2,87,11,0,1,54,4,60.75,HIGH
HIST_0941,M002,5,5,55,27,8,3,77,1,100,CRITICAL
HIST_0942,M001,9,0,78,6,3,4,55,8,96.15,CRITICAL
HIST_0943,M008,11,1,58,29,8,7,68,2,100,CRITICAL
HIST_0944,M009,10,1,56,26,5,6,72,3,100,CRITICAL
HIST_0945,M009,3,6,52,24,5,1,74,1,100,CRITICAL
HIST_0946,M002,2,7,93,11,4,8,91,0,83.9,CRITICAL
HIST_0947,M008,5,7,52,12,4,7,83,4,100,CRITICAL
HIST_0948,M008,3,8,71,9,6,3,99,1,90.7,CRITICAL
HIST_0949,M009,10,5,56,0,7,1,70,7,100,CRITICAL
HIST_0950,M003,10,10,50,3,2,6,70,1,100,CRITICAL
HIST_0951,M007,1,5,57,10,3,6,52,3,95.05,CRITICAL
HIST_0952,M010,11,7,62,24,4,6,67,7,100,CRITICAL
HIST_0953,M005,6,7,77,8,2,7,51,1,100,CRITICAL
HIST_0954,M002,7,7,59,20,2,0,51,0,100,CRITICAL
HIST_0955,M010,7,10,46,5,6,5,54,4,100,CRITICAL
HIST_0956,M004,9,1,93,2,8,7,95,7,99.6,CRITICAL
HIST_0957,M009,4,10,76,15,8,4,79,5,100,CRITICAL
HIST_0958,M006,8,0,93,1,6,1,69,7,76.9,CRITICAL
HIST_0959,M003,6,7,74,1,0,2,80,4,78.3,CRITICAL
HIST_0960,M010,7,6,53,9,6,7,93,1,100,CRITICAL
HIST_0961,M003,10,7,87,17,8,7,75,8,100,CRITICAL
HIST_0962,M005,8,0,70,8,7,6,84,5,99.1,CRITICAL
HIST_0963,M006,5,0,46,18,0,2,98,5,76.0,CRITICAL
HIST_0964,M006,12,9,46,24,5,6,51,6,100,CRITICAL
HIST_0965,M010,5,6,67,1,3,3,60,4,90.25,CRITICAL
HIST_0966,M009,1,1,100,9,1,5,55,0,44.55,MEDIUM
HIST_0967,M001,5,0,74,21,6,8,71,4,100,CRITICAL
HIST_0968,M006,11,7,82,0,5,6,81,6,100,CRITICAL
HIST_0969,M009,9,1,96,15,1,3,66,7,90.4,CRITICAL
HIST_0970,M008,12,10,66,5,4,5,72,3,100,CRITICAL
HIST_0971,M001,10,1,98,27,8,3,63,4,100,CRITICAL
HIST_0972,M010,4,9,70,25,3,1,90,1,100,CRITICAL
HIST_0973,M006,5,4,49,18,8,7,72,3,100,CRITICAL
HIST_0974,M007,12,1,86,26,4,8,96,4,100,CRITICAL
HIST_0975,M008,10,8,65,6,6,6,61,8,100,CRITICAL
HIST_0976,M010,10,8,56,28,0,8,100,2,100,CRITICAL
HIST_0977,M010,7,3,87,30,7,4,85,8,100,CRITICAL
HIST_0978,M008,12,6,81,23,0,8,57,5,100,CRITICAL
HIST_0979,M002,2,3,54,23,4,6,71,5,100,CRITICAL
HIST_0980,M005,10,3,99,13,4,4,86,2,89.45,CRITICAL
HIST_0981,M001,10,9,60,12,3,1,54,3,100,CRITICAL
HIST_0982,M004,3,4,74,15,8,6,72,0,98.1,CRITICAL
HIST_0983,M003,2,4,53,0,4,4,87,8,87.7,CRITICAL
HIST_0984,M006,10,0,91,15,0,0,100,1,54.15,MEDIUM
HIST_0985,M007,9,4,100,2,6,5,87,1,82.15,CRITICAL
HIST_0986,M005,11,2,60,3,8,1,78,8,100,CRITICAL
HIST_0987,M004,7,1,60,19,1,5,66,6,100,CRITICAL
HIST_0988,M007,6,3,54,3,2,3,62,7,93.7,CRITICAL
HIST_0989,M006,4,9,48,15,8,5,89,1,100,CRITICAL
HIST_0990,M006,8,6,75,21,3,4,95,2,100,CRITICAL
HIST_0991,M004,7,5,97,9,0,0,98,0,53.35,MEDIUM
HIST_0992,M008,4,8,69,9,5,1,79,3,97.4,CRITICAL
HIST_0993,M005,6,0,70,29,4,4,50,3,100,CRITICAL
HIST_0994,M005,3,2,73,20,5,6,95,0,81.7,CRITICAL
HIST_0995,M002,1,7,75,23,6,5,90,6,100,CRITICAL
HIST_0996,M006,2,4,77,2,5,6,83,8,90.7,CRITICAL
HIST_0997,M001,7,0,93,1,2,7,95,2,55.4,HIGH
HIST_0998,M004,6,3,85,9,5,1,52,2,81.55,CRITICAL
HIST_0999,M003,8,10,93,4,6,5,73,7,100,CRITICAL
HIST_1000,M007,4,2,88,18,5,4,57,1,84.55,CRITICAL
HIST_1001,M009,5,2,70,28,6,3,46,0,100,CRITICAL
HIST_1002,M003,10,9,85,7,1,7,57,4,100,CRITICAL
HIST_1003,M003,0,6,84,13,4,2,50,5,89.7,CRITICAL
HIST_1004,M008,9,1,45,22,8,6,94,7,100,CRITICAL
HIST_1005,M007,1,3,90,6,3,4,63,7,74.95,HIGH
HIST_1006,M007,2,6,99,6,3,4,91,3,67.8,HIGH
HIST_1007,M010,2,6,95,4,0,4,61,3,65.3,HIGH
HIST_1008,M003,7,3,68,18,7,1,45,7,100,CRITICAL
HIST_1009,M002,5,6,88,6,6,6,92,4,97.4,CRITICAL
HIST_1010,M010,1,8,48,1,5,3,75,5,98.15,CRITICAL
HIST_1011,M010,10,9,90,23,0,0,61,8,100,CRITICAL
HIST_1012,M010,6,4,70,21,5,2,80,0,94.7,CRITICAL
HIST_1013,M002,2,4,55,16,7,5,74,2,100,CRITICAL
HIST_1014,M003,5,8,72,4,4,1,65,0,84.85,CRITICAL
HIST_1015,M009,7,4,92,11,6,4,61,4,100,CRITICAL
HIST_1016,M001,5,6,55,10,7,2,80,7,100,CRITICAL
HIST_1017,M003,3,2,48,7,2,0,75,4,67.85,HIGH
HIST_1018,M009,11,7,72,3,7,0,73,5,100,CRITICAL
HIST_1019,M004,7,7,76,3,2,1,67,1,80.75,CRITICAL
HIST_1020,M010,4,2,98,5,8,4,81,3,74.45,HIGH
HIST_1021,M008,0,8,94,18,2,6,49,3,98.45,CRITICAL
HIST_1022,M010,10,1,66,0,4,1,70,5,82.9,CRITICAL
HIST_1023,M008,1,5,54,0,1,7,98,7,81.1,CRITICAL
HIST_1024,M006,10,4,83,21,0,5,47,7,100,CRITICAL
HIST_1025,M002,11,9,53,6,0,4,65,0,100,CRITICAL
HIST_1026,M007,8,9,69,2,6,4,56,3,100,CRITICAL
HIST_1027,M005,1,0,99,6,2,6,94,6,51.05,MEDIUM
HIST_1028,M005,10,10,54,3,4,7,96,6,100,CRITICAL
HIST_1029,M008,10,9,53,11,1,5,77,3,100,CRITICAL
HIST_1030,M006,7,6,75,8,6,1,93,6,100,CRITICAL
HIST_1031,M006,9,2,72,20,6,1,47,8,100,CRITICAL
HIST_1032,M002,7,10,59,20,2,7,78,8,100,CRITICAL
HIST_1033,M005,4,7,72,2,7,4,54,2,100,CRITICAL
HIST_1034,M009,3,8,72,9,0,8,49,0,94.35,CRITICAL
HIST_1035,M006,1,8,72,13,1,7,87,4,96.15,CRITICAL
HIST_1036,M003,4,9,50,24,8,0,52,7,100,CRITICAL
HIST_1037,M006,12,2,98,12,0,1,71,4,80.85,CRITICAL
HIST_1038,M004,9,7,93,21,7,4,66,2,100,CRITICAL
HIST_1039,M001,2,1,92,19,4,1,72,8,81.1,CRITICAL
HIST_1040,M010,0,6,52,0,2,7,74,6,88.8,CRITICAL
HIST_1041,M002,11,7,64,19,5,6,96,4,100,CRITICAL
HIST_1042,M001,2,2,45,6,1,0,89,3,55.2,HIGH
HIST_1043,M004,3,7,86,4,3,6,98,8,95.2,CRITICAL
HIST_1044,M002,1,4,94,14,2,7,72,0,68.4,HIGH
HIST_1045,M008,2,2,92,22,7,7,75,0,87.95,CRITICAL
HIST_1046,M002,9,3,57,9,6,0,66,0,91.35,CRITICAL
HIST_1047,M008,10,6,71,27,7,8,63,0,100,CRITICAL
HIST_1048,M009,6,7,77,18,7,3,90,0,100,CRITICAL
HIST_1049,M008,0,6,81,10,8,1,62,6,96.65,CRITICAL
HIST_1050,M001,1,7,84,30,5,7,89,6,100,CRITICAL
HIST_1051,M009,2,4,91,6,7,5,73,3,81.6,CRITICAL
HIST_1052,M007,3,9,88,10,7,2,63,6,100,CRITICAL
HIST_1053,M005,10,10,92,11,7,2,84,3,100,CRITICAL
HIST_1054,M010,11,1,87,15,2,2,57,2,87.3,CRITICAL
HIST_1055,M009,7,1,95,13,7,4,60,3,92.35,CRITICAL
HIST_1056,M003,0,0,67,28,4,5,88,2,78.65,CRITICAL
HIST_1057,M002,8,0,96,2,5,6,52,3,78.8,CRITICAL
HIST_1058,M009,8,3,76,8,5,5,94,0,83.0,CRITICAL
HIST_1059,M008,4,2,99,22,8,1,90,0,75.75,CRITICAL
HIST_1060,M009,12,7,98,24,1,1,95,1,100,CRITICAL
HIST_1061,M005,0,8,51,5,1,3,68,2,79.65,CRITICAL
HIST_1062,M006,11,7,93,16,7,1,54,5,100,CRITICAL
HIST_1063,M004,2,1,99,6,7,6,94,0,55.05,HIGH
HIST_1064,M006,12,7,66,9,8,2,50,4,100,CRITICAL
HIST_1065,M007,11,6,68,20,3,2,93,8,100,CRITICAL
HIST_1066,M009,12,3,53,25,6,6,71,7,100,CRITICAL
HIST_1067,M009,12,10,68,30,0,7,54,0,100,CRITICAL
HIST_1068,M007,1,1,66,10,6,2,72,0,60.9,HIGH
HIST_1069,M005,12,0,87,29,2,0,85,8,100,CRITICAL
HIST_1070,M006,6,6,88,22,8,4,91,5,100,CRITICAL
HIST_1071,M009,0,4,78,19,2,6,73,3,83.25,CRITICAL
HIST_1072,M005,9,9,86,14,5,6,94,3,100,CRITICAL
HIST_1073,M005,1,0,79,10,6,2,78,8,74.85,HIGH
HIST_1074,M001,3,1,77,17,4,8,66,2,87.95,CRITICAL
HIST_1075,M009,0,8,82,8,3,4,91,6,87.15,CRITICAL
HIST_1076,M001,1,0,98,11,4,8,67,1,60.15,HIGH
HIST_1077,M004,12,10,52,14,4,0,74,5,100,CRITICAL
HIST_1078,M005,12,9,81,22,8,3,67,4,100,CRITICAL
HIST_1079,M002,10,9,88,4,6,8,92,3,100,CRITICAL
HIST_1080,M007,5,8,82,6,5,7,51,2,100,CRITICAL
HIST_1081,M008,6,1,50,1,6,2,75,3,78.95,CRITICAL
HIST_1082,M005,1,5,88,16,6,8,78,6,100,CRITICAL
HIST_1083,M003,9,7,85,13,7,7,91,6,100,CRITICAL
HIST_1084,M009,2,8,53,15,7,2,90,8,100,CRITICAL
HIST_1085,M002,1,3,74,15,0,2,80,5,67.1,HIGH
HIST_1086,M003,9,6,52,3,5,4,47,8,100,CRITICAL
HIST_1087,M003,1,5,64,11,4,4,76,0,76.8,CRITICAL
HIST_1088,M008,2,9,71,1,4,4,58,2,91.85,CRITICAL
HIST_1089,M010,0,1,80,11,1,0,71,7,55.45,HIGH
HIST_1090,M003,4,9,73,28,5,6,75,2,100,CRITICAL
HIST_1091,M002,8,10,74,24,7,7,54,5,100,CRITICAL
HIST_1092,M006,12,9,87,19,6,6,59,6,100,CRITICAL
HIST_1093,M003,8,0,87,28,7,4,86,1,99.65,CRITICAL
HIST_1094,M009,11,0,81,20,4,8,86,1,100,CRITICAL
HIST_1095,M009,1,3,84,17,0,8,57,7,92.75,CRITICAL
HIST_1096,M004,0,1,87,29,8,2,46,4,97.85,CRITICAL
HIST_1097,M008,3,9,73,2,8,5,70,0,100,CRITICAL
HIST_1098,M006,0,5,72,5,6,0,100,8,77.8,CRITICAL
HIST_1099,M003,6,4,50,3,1,8,55,4,100,CRITICAL
HIST_1100,M001,2,4,94,2,2,4,71,2,55.75,HIGH
HIST_1101,M006,9,5,56,0,0,4,69,1,83.15,CRITICAL
HIST_1102,M004,2,6,65,8,6,1,48,3,94.35,CRITICAL
HIST_1103,M007,12,9,82,7,7,8,93,8,100,CRITICAL
HIST_1104,M008,1,4,48,10,7,8,71,1,100,CRITICAL
HIST_1105,M004,0,6,85,7,0,4,80,1,55.65,HIGH
HIST_1106,M008,12,8,86,25,2,4,81,6,100,CRITICAL
HIST_1107,M004,1,10,77,6,2,5,79,2,88.0,CRITICAL
HIST_1108,M010,8,6,80,14,0,0,97,7,93.55,CRITICAL
HIST_1109,M007,4,10,55,0,0,7,62,4,100,CRITICAL
HIST_1110,M009,5,10,58,18,8,4,47,2,100,CRITICAL
HIST_1111,M009,9,1,64,2,6,1,98,2,73.0,HIGH
HIST_1112,M005,4,6,58,19,8,5,88,5,100,CRITICAL
HIST_1113,M010,12,7,62,7,5,5,58,7,100,CRITICAL
HIST_1114,M003,5,0,89,4,0,7,45,0,54.9,MEDIUM
HIST_1115,M002,6,8,89,22,7,6,79,1,100,CRITICAL
HIST_1116,M010,8,0,98,26,7,1,67,6,100,CRITICAL
HIST_1117,M004,5,6,56,26,0,1,74,5,100,CRITICAL
HIST_1118,M004,7,0,59,23,0,4,88,5,90.95,CRITICAL
HIST_1119,M001,1,9,85,9,3,3,76,5,92.55,CRITICAL
HIST_1120,M002,4,7,90,22,3,0,57,6,100,CRITICAL
HIST_1121,M002,4,9,77,15,2,8,57,2,100,CRITICAL
HIST_1122,M009,9,2,92,2,2,4,81,3,69.95,HIGH
HIST_1123,M009,11,4,57,27,0,8,84,4,100,CRITICAL
HIST_1124,M005,7,0,72,20,0,5,72,6,92.3,CRITICAL
HIST_1125,M004,1,10,78,14,7,5,78,0,100,CRITICAL
HIST_1126,M004,0,4,71,17,7,5,45,6,100,CRITICAL
HIST_1127,M002,5,1,81,25,0,3,89,6,83.9,CRITICAL
HIST_1128,M001,3,3,55,10,4,1,85,1,70.0,HIGH
HIST_1129,M008,7,6,96,0,5,4,60,1,84.4,CRITICAL
HIST_1130,M002,3,5,98,1,5,8,95,3,76.15,CRITICAL
HIST_1131,M002,12,9,84,14,1,7,82,1,100,CRITICAL
HIST_1132,M001,0,0,69,10,1,2,48,7,64.85,HIGH
HIST_1133,M009,4,9,85,13,1,1,88,0,77.35,CRITICAL
HIST_1134,M004,0,4,99,12,6,1,84,6,73.25,HIGH
HIST_1135,M010,9,10,84,0,7,6,74,6,100,CRITICAL
HIST_1136,M010,9,1,66,20,0,7,78,5,100,CRITICAL
HIST_1137,M009,3,1,51,0,1,3,81,2,51.4,MEDIUM
HIST_1138,M001,4,5,71,15,7,2,60,2,100,CRITICAL
HIST_1139,M005,0,2,64,18,6,8,86,5,98.7,CRITICAL
HIST_1140,M005,9,8,94,4,2,7,64,5,100,CRITICAL
HIST_1141,M009,5,0,78,18,2,0,60,8,84.3,CRITICAL
HIST_1142,M006,0,6,67,6,3,3,95,1,63.5,HIGH
HIST_1143,M010,3,10,75,22,7,5,99,5,100,CRITICAL
HIST_1144,M008,4,6,66,5,1,7,95,0,75.65,CRITICAL
HIST_1145,M004,3,0,85,7,3,7,84,3,62.15,HIGH
HIST_1146,M001,7,5,96,23,6,3,70,2,100,CRITICAL
HIST_1147,M005,5,0,49,11,0,8,52,2,84.05,CRITICAL
HIST_1148,M004,7,3,85,18,5,0,46,3,97.35,CRITICAL
HIST_1149,M004,4,2,59,28,4,2,66,8,100,CRITICAL
HIST_1150,M007,2,3,46,5,4,1,46,2,76.9,CRITICAL
HIST_1151,M006,10,1,66,29,3,4,74,3,100,CRITICAL
HIST_1152,M002,12,5,87,5,8,6,90,1,100,CRITICAL
HIST_1153,M006,2,2,95,6,3,8,69,5,74.7,HIGH
HIST_1154,M005,9,6,85,7,0,3,99,8,96.4,CRITICAL
HIST_1155,M009,12,2,65,7,0,4,100,2,80.65,CRITICAL
HIST_1156,M003,9,7,58,23,1,7,95,1,100,CRITICAL
HIST_1157,M008,8,6,93,28,8,5,76,8,100,CRITICAL
HIST_1158,M008,2,5,90,11,8,7,90,7,100,CRITICAL
HIST_1159,M008,4,9,70,20,0,3,59,3,100,CRITICAL
HIST_1160,M006,3,6,58,9,6,6,81,2,100,CRITICAL
HIST_1161,M006,4,8,50,4,1,4,73,8,100,CRITICAL
HIST_1162,M008,3,9,47,14,8,5,72,7,100,CRITICAL
HIST_1163,M001,6,6,68,25,7,5,62,6,100,CRITICAL
HIST_1164,M009,2,7,59,8,1,5,50,4,97.95,CRITICAL
HIST_1165,M002,8,8,86,2,4,3,51,1,98.05,CRITICAL
HIST_1166,M005,5,0,79,6,5,3,88,5,70.05,HIGH
HIST_1167,M005,4,10,99,8,3,2,99,8,100,CRITICAL
HIST_1168,M008,0,4,63,26,5,6,70,0,97.65,CRITICAL
HIST_1169,M004,10,8,93,30,2,6,59,3,100,CRITICAL
